facility_name,variant_id,variant_name,variant_sku,variant_barcode,retail_price,cost_price,opening,opening_val,opening_cost,str_in,str_in_val,str_in_cost,str_out,str_out_val,str_out_cost,sales_qty,sales_val,sales_cost,returns_qty,returns_val,returns_cost,available,available_val,available_cost,reserved,reserved_val,reserved_cost,onhand,onhand_val,onhand_cost,incoming,incoming_val,incoming_cost
Packages Mall,9357784,Womens Flat Slippers 39 Silver,9895,009895-039-SILVER,5750,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357800,Womens Flat Slippers 41 Silver,9895,009895-041-SILVER,5750,1577,1,5750,1577,0,0,0,0,0,0,1,5750,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357808,Womens Flat Slippers 36 Silver,9895,009895-036-SILVER,5750,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357820,Womens Flat Slippers 37 Grey,9896,009896-037-GREY,6450,1785,0,0,0,3,19350,5355,0,0,0,3,19350,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357836,Womens Flat Slippers 38 Grey,9896,009896-038-GREY,6450,1785,0,0,0,6,38700,10710,0,0,0,6,38700,10710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357844,Womens Flat Slippers 38 Peach,9896,009896-038-PCH,6450,1785,0,0,0,6,38700,10710,0,0,0,6,38700,10710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357852,Womens Flat Slippers 39 Grey,9896,009896-039-GREY,6450,1785,0,0,0,6,38700,10710,0,0,0,6,38700,10710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357860,Womens Flat Slippers 39 Peach,9896,009896-039-PCH,6450,1785,0,0,0,6,38700,10710,0,0,0,6,38700,10710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357892,Womens Flat Slippers 41 Peach,9896,009896-041-PCH,6450,1785,0,0,0,3,19350,5355,0,0,0,3,19350,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357900,Womens Flat Slippers 36 Grey,9896,009896-036-GREY,6450,1785,0,0,0,2,12900,3570,0,0,0,2,12900,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357908,Womens Flat Slippers 36 Peach,9896,009896-036-PCH,6450,1785,0,0,0,1,6450,1785,0,0,0,1,6450,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357920,Womens Flat Slippers 37 Gold,9897,009897-037-GOLD,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357928,Womens Flat Slippers 37 Grey,9897,009897-037-GREY,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357936,Womens Flat Slippers 37 Silver,9897,009897-037-SILVER,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357944,Womens Flat Slippers 38 Gold,9897,009897-038-GOLD,5950,1533,0,0,0,1,5950,1533,0,0,0,1,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357952,Womens Flat Slippers 38 Grey,9897,009897-038-GREY,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357960,Womens Flat Slippers 38 Silver,9897,009897-038-SILVER,5950,1533,3,17850,4599,0,0,0,3,17850,4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357968,Womens Flat Slippers 39 Gold,9897,009897-039-GOLD,5950,1533,2,11900,3066,0,0,0,0,0,0,2,11900,3066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357976,Womens Flat Slippers 39 Grey,9897,009897-039-GREY,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9357984,Womens Flat Slippers 39 Silver,9897,009897-039-SILVER,5950,1533,1,5950,1533,0,0,0,0,0,0,1,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358000,Womens Flat Slippers 40 Grey,9897,009897-040-GREY,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358008,Womens Flat Slippers 40 Silver,9897,009897-040-SILVER,5950,1533,3,17850,4599,0,0,0,3,17850,4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358016,Womens Flat Slippers 41 Gold,9897,009897-041-GOLD,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358024,Womens Flat Slippers 41 Grey,9897,009897-041-GREY,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358032,Womens Flat Slippers 41 Silver,9897,009897-041-SILVER,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358040,Womens Flat Slippers 36 Gold,9897,009897-036-GOLD,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358048,Womens Flat Slippers 36 Grey,9897,009897-036-GREY,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358056,Womens Flat Slippers 36 Silver,9897,009897-036-SILVER,5950,1533,1,5950,1533,0,0,0,1,5950,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358068,Womens Flat Slippers 37 Gold,9898,009898-037-GOLD,6450,1890,1,6450,1890,1,6450,1890,0,0,0,2,12900,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358076,Womens Flat Slippers 37 Peach,9898,009898-037-PCH,6450,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358084,Womens Flat Slippers 37 Silver,9898,009898-037-SILVER,6450,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358092,Womens Flat Slippers 38 Gold,9898,009898-038-GOLD,6450,1890,1,6450,1890,0,0,0,0,0,0,1,6450,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358100,Womens Flat Slippers 38 Peach,9898,009898-038-PCH,6450,1890,1,6450,1890,0,0,0,0,0,0,1,6450,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358108,Womens Flat Slippers 38 Silver,9898,009898-038-SILVER,6450,1890,2,12900,3780,1,6450,1890,0,0,0,3,19350,5670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358116,Womens Flat Slippers 39 Gold,9898,009898-039-GOLD,6450,1890,4,25800,7560,0,0,0,0,0,0,4,25800,7560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358124,Womens Flat Slippers 39 Peach,9898,009898-039-PCH,6450,1890,2,12900,3780,0,0,0,0,0,0,2,12900,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358132,Womens Flat Slippers 39 Silver,9898,009898-039-SILVER,6450,1890,2,12900,3780,0,0,0,0,0,0,2,12900,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358140,Womens Flat Slippers 40 Gold,9898,009898-040-GOLD,6450,1890,2,12900,3780,0,0,0,0,0,0,2,12900,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358156,Womens Flat Slippers 40 Silver,9898,009898-040-SILVER,6450,1890,0,0,0,1,6450,1890,0,0,0,1,6450,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358164,Womens Flat Slippers 41 Gold,9898,009898-041-GOLD,6450,1890,1,6450,1890,0,0,0,0,0,0,1,6450,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358180,Womens Flat Slippers 41 Silver,9898,009898-041-SILVER,6450,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358188,Womens Flat Slippers 36 Gold,9898,009898-036-GOLD,6450,1890,1,6450,1890,0,0,0,0,0,0,1,6450,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358196,Womens Flat Slippers 36 Peach,9898,009898-036-PCH,6450,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358204,Womens Flat Slippers 36 Silver,9898,009898-036-SILVER,6450,1890,1,6450,1890,1,6450,1890,0,0,0,2,12900,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358216,Womens Flat Slippers 37 Black,9899,009899-037-BLACK,5250,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358232,Womens Flat Slippers 37 Tan,9899,009899-037-TAN,5250,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358248,Womens Flat Slippers 38 Pink,9899,009899-038-PINK,5250,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358256,Womens Flat Slippers 38 Tan,9899,009899-038-TAN,5250,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358264,Womens Flat Slippers 39 Black,9899,009899-039-BLACK,5250,1259,1,5250,1259,0,0,0,0,0,0,1,5250,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358280,Womens Flat Slippers 39 Tan,9899,009899-039-TAN,5250,1259,2,10500,2518,0,0,0,0,0,0,2,10500,2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358296,Womens Flat Slippers 40 Pink,9899,009899-040-PINK,5250,1259,0,0,0,1,5250,1259,0,0,0,1,5250,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358304,Womens Flat Slippers 40 Tan,9899,009899-040-TAN,5250,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358328,Womens Flat Slippers 41 Tan,9899,009899-041-TAN,5250,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358336,Womens Flat Slippers 36 Black,9899,009899-036-BLACK,5250,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358344,Womens Flat Slippers 36 Pink,9899,009899-036-PINK,5250,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358352,Womens Flat Slippers 36 Tan,9899,009899-036-TAN,5250,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358364,Womens Flat Slippers 37 Golden,9900,009900-037-GLDN,4350,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358372,Womens Flat Slippers 38 Golden,9900,009900-038-GLDN,4350,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358380,Womens Flat Slippers 39 Golden,9900,009900-039-GLDN,4350,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358388,Womens Flat Slippers 40 Golden,9900,009900-040-GLDN,4350,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358396,Womens Flat Slippers 41 Golden,9900,009900-041-GLDN,4350,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358404,Womens Flat Slippers 36 Golden,9900,009900-036-GLDN,4350,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358416,Womens Flat Slippers 37 Blue,9901,009901-037-BLU,6950,1570,0,0,0,2,13900,3140,0,0,0,2,13900,3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358424,Womens Flat Slippers 37 Green,9901,009901-037-GREEN,6950,1570,0,0,0,1,6950,1570,0,0,0,1,6950,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358432,Womens Flat Slippers 37 Pink,9901,009901-037-PINK,6950,1570,0,0,0,1,6950,1570,0,0,0,1,6950,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358448,Womens Flat Slippers 38 Blue,9901,009901-038-BLU,6950,1570,0,0,0,3,20850,4710,0,0,0,3,20850,4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358464,Womens Flat Slippers 38 Pink,9901,009901-038-PINK,6950,1570,0,0,0,2,13900,3140,0,0,0,2,13900,3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358480,Womens Flat Slippers 39 Blue,9901,009901-039-BLU,6950,1570,0,0,0,3,20850,4710,0,0,0,3,20850,4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358544,Womens Flat Slippers 41 Blue,9901,009901-041-BLU,6950,1570,0,0,0,1,6950,1570,0,0,0,1,6950,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358568,Womens Flat Slippers 41 Purple,9901,009901-041-PURPLE,6950,1570,0,0,0,1,6950,1570,0,0,0,1,6950,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358576,Womens Flat Slippers 36 Blue,9901,009901-036-BLU,6950,1570,0,0,0,1,6950,1570,0,0,0,1,6950,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358592,Womens Flat Slippers 36 Pink,9901,009901-036-PINK,6950,1570,0,0,0,1,6950,1570,0,0,0,1,6950,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358600,Womens Flat Slippers 36 Purple,9901,009901-036-PURPLE,6950,1570,0,0,0,1,6950,1570,0,0,0,1,6950,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358620,Womens Flat Slippers 37 Red,9902,009902-037-RED,5950,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358628,Womens Flat Slippers 38 Green,9902,009902-038-GREEN,5950,1578,0,0,0,3,17850,4734,0,0,0,3,17850,4734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358636,Womens Flat Slippers 38 Red,9902,009902-038-RED,5950,1770,1,5950,1770,0,0,0,0,0,0,1,5950,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358652,Womens Flat Slippers 39 Red,9902,009902-039-RED,5950,1770,1,5950,1770,0,0,0,0,0,0,1,5950,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358660,Womens Flat Slippers 40 Green,9902,009902-040-GREEN,5950,1560.0952,0,0,0,2,11900,3120.1904,0,0,0,2,11900,3120.1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358668,Womens Flat Slippers 40 Red,9902,009902-040-RED,5950,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358676,Womens Flat Slippers 41 Green,9902,009902-041-GREEN,5950,1589.5555,0,0,0,2,11900,3179.111,0,0,0,2,11900,3179.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358684,Womens Flat Slippers 41 Red,9902,009902-041-RED,5950,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358692,Womens Flat Slippers 36 Green,9902,009902-036-GREEN,5950,1596,0,0,0,1,5950,1596,0,0,0,1,5950,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358700,Womens Flat Slippers 36 Red,9902,009902-036-RED,5950,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358712,Womens Flat Slippers 37 Blue,9903,009903-037-BLU,5950,1611.6667,0,0,0,1,5950,1611.6667,0,0,0,1,5950,1611.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358728,Womens Flat Slippers 39 Blue,9903,009903-039-BLU,5950,1623.75,0,0,0,4,23800,6495,0,0,0,4,23800,6495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358744,Womens Flat Slippers 41 Blue,9903,009903-041-BLU,5950,1669.6667,-1,-5950,-1669.6667,2,11900,3339.3335,0,0,0,1,5950,1669.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358752,Womens Flat Slippers 36 Blue,9903,009903-036-BLU,5950,1650.3333,0,0,0,1,5950,1650.3333,0,0,0,1,5950,1650.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358764,Womens Flat Slippers 37 Pink,9904,009904-037-PINK,5950,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358772,Womens Flat Slippers 38 Pink,9904,009904-038-PINK,5950,1800,5,29750,9000,0,0,0,0,0,0,5,29750,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358780,Womens Flat Slippers 39 Pink,9904,009904-039-PINK,5950,1800,4,23800,7200,0,0,0,0,0,0,4,23800,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358788,Womens Flat Slippers 40 Pink,9904,009904-040-PINK,5950,1800,1,5950,1800,0,0,0,0,0,0,1,5950,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358796,Womens Flat Slippers 41 Pink,9904,009904-041-PINK,5950,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358804,Womens Flat Slippers 36 Pink,9904,009904-036-PINK,5950,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358816,Womens Flat Slippers 37 White,9905,009905-037-WHT,5950,1800,1,5950,1800,2,11900,3600,0,0,0,3,17850,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358824,Womens Flat Slippers 38 White,9905,009905-038-WHT,5950,1800,6,35700,10800,2,11900,3600,1,5950,1800,7,41650,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358832,Womens Flat Slippers 39 White,9905,009905-039-WHT,5950,1800,6,35700,10800,0,0,0,1,5950,1800,5,29750,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358840,Womens Flat Slippers 40 White,9905,009905-040-WHT,5950,1800,4,23800,7200,1,5950,1800,1,5950,1800,4,23800,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WH,9358840,Womens Flat Slippers 40 White,9905,009905-040-WHT,5950,1800,0,0,0,1,5950,1800,1,5950,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358848,Womens Flat Slippers 41 White,9905,009905-041-WHT,5950,1800,3,17850,5400,0,0,0,0,0,0,3,17850,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358856,Womens Flat Slippers 36 White,9905,009905-036-WHT,5950,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358876,Womens Flat Slippers 38 Pink,9906,009906-038-PINK,4750,1389,1,4750,1389,0,0,0,0,0,0,1,4750,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358884,Womens Flat Slippers 39 Pink,9906,009906-039-PINK,4750,1389,2,9500,2778,0,0,0,0,0,0,2,9500,2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358908,Womens Flat Slippers 36 Pink,9906,009906-036-PINK,4750,1389,1,4750,1389,0,0,0,0,0,0,1,4750,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358920,Womens Flat Slippers 37 Green,9907,009907-037-GREEN,4750,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358928,Womens Flat Slippers 38 Green,9907,009907-038-GREEN,4750,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358944,Womens Flat Slippers 40 Green,9907,009907-040-GREEN,4750,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358952,Womens Flat Slippers 41 Green,9907,009907-041-GREEN,4750,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358960,Womens Flat Slippers 36 Green,9907,009907-036-GREEN,4750,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358972,Womens Flat Slippers 37 Black,9908,009908-037-BLACK,5950,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9358988,Womens Flat Slippers 38 Black,9908,009908-038-BLACK,5950,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359004,Womens Flat Slippers 39 Black,9908,009908-039-BLACK,5950,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359020,Womens Flat Slippers 40 Black,9908,009908-040-BLACK,5950,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359036,Womens Flat Slippers 41 Black,9908,009908-041-BLACK,5950,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359052,Womens Flat Slippers 36 Black,9908,009908-036-BLACK,5950,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359092,Womens Flat Slippers 40 Grey,9908,009908-040-GREY,5950,1640,0,0,0,3,17850,4920,0,0,0,3,17850,4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359108,Womens Flat Slippers 36 Grey,9908,009908-036-GREY,5950,1640,0,0,0,1,5950,1640,0,0,0,1,5950,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359120,Womens Flat Slippers 37 Green,9909,009909-037-GREEN,5750,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359128,Womens Flat Slippers 37 Pink,9909,009909-037-PINK,5750,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359144,Womens Flat Slippers 38 Pink,9909,009909-038-PINK,5750,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359160,Womens Flat Slippers 39 Pink,9909,009909-039-PINK,5750,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359168,Womens Flat Slippers 41 Green,9909,009909-041-GREEN,5750,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359176,Womens Flat Slippers 41 Pink,9909,009909-041-PINK,5750,1730,1,5750,1730,0,0,0,0,0,0,1,5750,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359184,Womens Flat Slippers 36 Green,9909,009909-036-GREEN,5750,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359192,Womens Flat Slippers 36 Pink,9909,009909-036-PINK,5750,1730,1,5750,1730,1,5750,1730,1,5750,1730,1,5750,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WH,9359192,Womens Flat Slippers 36 Pink,9909,009909-036-PINK,5750,1730,0,0,0,1,5750,1730,1,5750,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359208,Womens Flat Slippers 40 Pink,9909,009909-040-PINK,5750,1730,1,5750,1730,0,0,0,0,0,0,1,5750,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359320,Womens Flat Slippers 37 Black,9911,009911-037-BLACK,7250,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359328,Womens Flat Slippers 37 Blue,9911,009911-037-BLU,7250,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359336,Womens Flat Slippers 38 Black,9911,009911-038-BLACK,7250,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359344,Womens Flat Slippers 38 Blue,9911,009911-038-BLU,7250,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359352,Womens Flat Slippers 39 Black,9911,009911-039-BLACK,7250,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359360,Womens Flat Slippers 39 Blue,9911,009911-039-BLU,7250,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359368,Womens Flat Slippers 40 Black,9911,009911-040-BLACK,7250,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9359376,Womens Flat Slippers 40 Blue,9911,009911-040-BLU,7250,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
