facility_name,variant_id,variant_name,variant_sku,variant_barcode,retail_price,cost_price,opening,opening_val,opening_cost,str_in,str_in_val,str_in_cost,str_out,str_out_val,str_out_cost,sales_qty,sales_val,sales_cost,returns_qty,returns_val,returns_cost,available,available_val,available_cost,reserved,reserved_val,reserved_cost,onhand,onhand_val,onhand_cost,incoming,incoming_val,incoming_cost
Packages Mall,9315719,Womens Flat Slippers 39 Black,9086,009086-039-BLACK,3600,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315727,Womens Flat Slippers 40 Black,9086,009086-040-BLACK,3600,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315771,Womens Flat Slippers 38 Blue,9087,009087-038-BLU,3450,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315779,Womens Flat Slippers 39 Blue,9087,009087-039-BLU,3450,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315787,Womens Flat Slippers 40 Blue,9087,009087-040-BLU,3450,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315795,Womens Flat Slippers 41 Blue,9087,009087-041-BLU,3450,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315811,Womens Flat Slippers 36 Blue,9087,009087-036-BLU,3450,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315823,Womens Flat Slippers 37 Silver,9088,009088-037-SILVER,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315831,Womens Flat Slippers 38 Silver,9088,009088-038-SILVER,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315839,Womens Flat Slippers 39 Silver,9088,009088-039-SILVER,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315847,Womens Flat Slippers 40 Silver,9088,009088-040-SILVER,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315855,Womens Flat Slippers 41 Silver,9088,009088-041-SILVER,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315871,Womens Flat Slippers 36 Silver,9088,009088-036-SILVER,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315883,Womens Flat Slippers 37 Gold,9089,009089-037-GOLD,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315891,Womens Flat Slippers 38 Gold,9089,009089-038-GOLD,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315899,Womens Flat Slippers 39 Gold,9089,009089-039-GOLD,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315907,Womens Flat Slippers 40 Gold,9089,009089-040-GOLD,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315915,Womens Flat Slippers 41 Gold,9089,009089-041-GOLD,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315943,Womens Flat Slippers 37 Pink,9090,009090-037-PINK,3800,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315951,Womens Flat Slippers 38 Pink,9090,009090-038-PINK,3800,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315959,Womens Flat Slippers 39 Pink,9090,009090-039-PINK,3800,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315967,Womens Flat Slippers 40 Pink,9090,009090-040-PINK,3800,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315975,Womens Flat Slippers 41 Pink,9090,009090-041-PINK,3800,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315991,Womens Flat Slippers 36 Pink,9090,009090-036-PINK,3800,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316003,Womens Flat Slippers 37 Blue,9091,009091-037-BLU,3600,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316011,Womens Flat Slippers 38 Blue,9091,009091-038-BLU,3600,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316019,Womens Flat Slippers 39 Blue,9091,009091-039-BLU,3600,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316027,Womens Flat Slippers 40 Blue,9091,009091-040-BLU,3600,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316035,Womens Flat Slippers 41 Blue,9091,009091-041-BLU,3600,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316063,Womens Flat Slippers 37 White,9092,009092-037-WHT,3300,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316071,Womens Flat Slippers 38 White,9092,009092-038-WHT,3300,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316079,Womens Flat Slippers 39 White,9092,009092-039-WHT,3300,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316087,Womens Flat Slippers 40 White,9092,009092-040-WHT,3300,1100,1,3300,1100,0,0,0,0,0,0,1,3300,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316095,Womens Flat Slippers 41 White,9092,009092-041-WHT,3300,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316123,Womens Flat Slippers 37 Yellow,9093,009093-037-YLO,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316131,Womens Flat Slippers 38 Yellow,9093,009093-038-YLO,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316139,Womens Flat Slippers 39 Yellow,9093,009093-039-YLO,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316147,Womens Flat Slippers 40 Yellow,9093,009093-040-YLO,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316155,Womens Flat Slippers 41 Yellow,9093,009093-041-YLO,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316171,Womens Flat Slippers 36 Yellow,9093,009093-036-YLO,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316283,Womens Flat Slippers 37 Blue,9095,009095-037-BLU,3700,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316291,Womens Flat Slippers 38 Blue,9095,009095-038-BLU,3700,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316299,Womens Flat Slippers 39 Blue,9095,009095-039-BLU,3700,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316307,Womens Flat Slippers 40 Blue,9095,009095-040-BLU,3700,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316315,Womens Flat Slippers 41 Blue,9095,009095-041-BLU,3700,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316483,Leather Formal 40 Black Polishable,9106,009106-040-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316483,Leather Formal 40 Black Polishable,9106,009106-040-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316483,Leather Formal 40 Black Polishable,9106,009106-040-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316491,Leather Formal 41 Black Polishable,9106,009106-041-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316491,Leather Formal 41 Black Polishable,9106,009106-041-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316491,Leather Formal 41 Black Polishable,9106,009106-041-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316499,Leather Formal 42 Black Polishable,9106,009106-042-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316499,Leather Formal 42 Black Polishable,9106,009106-042-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316499,Leather Formal 42 Black Polishable,9106,009106-042-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316507,Leather Formal 43 Black Polishable,9106,009106-043-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316507,Leather Formal 43 Black Polishable,9106,009106-043-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316507,Leather Formal 43 Black Polishable,9106,009106-043-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316515,Leather Formal 44 Black Polishable,9106,009106-044-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316515,Leather Formal 44 Black Polishable,9106,009106-044-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316515,Leather Formal 44 Black Polishable,9106,009106-044-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316523,Leather Formal 45 Black Polishable,9106,009106-045-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316523,Leather Formal 45 Black Polishable,9106,009106-045-BKA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316531,Leather Formal 40 Brown Polishable,9106,009106-040-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316531,Leather Formal 40 Brown Polishable,9106,009106-040-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316531,Leather Formal 40 Brown Polishable,9106,009106-040-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316539,Leather Formal 41 Brown Polishable,9106,009106-041-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316539,Leather Formal 41 Brown Polishable,9106,009106-041-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316539,Leather Formal 41 Brown Polishable,9106,009106-041-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316547,Leather Formal 42 Brown Polishable,9106,009106-042-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316547,Leather Formal 42 Brown Polishable,9106,009106-042-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316547,Leather Formal 42 Brown Polishable,9106,009106-042-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316555,Leather Formal 43 Brown Polishable,9106,009106-043-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316555,Leather Formal 43 Brown Polishable,9106,009106-043-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316555,Leather Formal 43 Brown Polishable,9106,009106-043-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316563,Leather Formal 44 Brown Polishable,9106,009106-044-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316563,Leather Formal 44 Brown Polishable,9106,009106-044-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316563,Leather Formal 44 Brown Polishable,9106,009106-044-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316571,Leather Formal 45 Brown Polishable,9106,009106-045-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316571,Leather Formal 45 Brown Polishable,9106,009106-045-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316571,Leather Formal 45 Brown Polishable,9106,009106-045-BRA,12500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316583,Leather Formal 40 Black Polishable,9108,009108-040-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316583,Leather Formal 40 Black Polishable,9108,009108-040-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316583,Leather Formal 40 Black Polishable,9108,009108-040-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316591,Leather Formal 40 Brown Polishable,9108,009108-040-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316591,Leather Formal 40 Brown Polishable,9108,009108-040-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316591,Leather Formal 40 Brown Polishable,9108,009108-040-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316599,Leather Formal 41 Black Polishable,9108,009108-041-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316599,Leather Formal 41 Black Polishable,9108,009108-041-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316599,Leather Formal 41 Black Polishable,9108,009108-041-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316607,Leather Formal 41 Brown Polishable,9108,009108-041-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316607,Leather Formal 41 Brown Polishable,9108,009108-041-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316607,Leather Formal 41 Brown Polishable,9108,009108-041-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316615,Leather Formal 42 Black Polishable,9108,009108-042-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316615,Leather Formal 42 Black Polishable,9108,009108-042-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316615,Leather Formal 42 Black Polishable,9108,009108-042-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316623,Leather Formal 42 Brown Polishable,9108,009108-042-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316623,Leather Formal 42 Brown Polishable,9108,009108-042-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316623,Leather Formal 42 Brown Polishable,9108,009108-042-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316631,Leather Formal 43 Black Polishable,9108,009108-043-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316631,Leather Formal 43 Black Polishable,9108,009108-043-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316631,Leather Formal 43 Black Polishable,9108,009108-043-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316639,Leather Formal 43 Brown Polishable,9108,009108-043-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316639,Leather Formal 43 Brown Polishable,9108,009108-043-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316639,Leather Formal 43 Brown Polishable,9108,009108-043-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316647,Leather Formal 44 Black Polishable,9108,009108-044-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316647,Leather Formal 44 Black Polishable,9108,009108-044-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316647,Leather Formal 44 Black Polishable,9108,009108-044-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316655,Leather Formal 44 Brown Polishable,9108,009108-044-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316655,Leather Formal 44 Brown Polishable,9108,009108-044-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316655,Leather Formal 44 Brown Polishable,9108,009108-044-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316663,Leather Formal 45 Black Polishable,9108,009108-045-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316663,Leather Formal 45 Black Polishable,9108,009108-045-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316663,Leather Formal 45 Black Polishable,9108,009108-045-BKA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316671,Leather Formal 45 Brown Polishable,9108,009108-045-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316671,Leather Formal 45 Brown Polishable,9108,009108-045-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316671,Leather Formal 45 Brown Polishable,9108,009108-045-BRA,16500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316683,Leather Formal 40 Black Polishable,9131,009131-040-BKA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316683,Leather Formal 40 Black Polishable,9131,009131-040-BKA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316683,Leather Formal 40 Black Polishable,9131,009131-040-BKA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316691,Leather Formal 40 Brown Polishable,9131,009131-040-BRA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316691,Leather Formal 40 Brown Polishable,9131,009131-040-BRA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316691,Leather Formal 40 Brown Polishable,9131,009131-040-BRA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316699,Leather Formal 41 Black Polishable,9131,009131-041-BKA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316699,Leather Formal 41 Black Polishable,9131,009131-041-BKA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316699,Leather Formal 41 Black Polishable,9131,009131-041-BKA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316707,Leather Formal 41 Brown Polishable,9131,009131-041-BRA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316715,Leather Formal 42 Black Polishable,9131,009131-042-BKA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316715,Leather Formal 42 Black Polishable,9131,009131-042-BKA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316715,Leather Formal 42 Black Polishable,9131,009131-042-BKA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316723,Leather Formal 42 Brown Polishable,9131,009131-042-BRA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316723,Leather Formal 42 Brown Polishable,9131,009131-042-BRA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316723,Leather Formal 42 Brown Polishable,9131,009131-042-BRA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316731,Leather Formal 43 Black Polishable,9131,009131-043-BKA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9322051,Leather Casual 44 Black Polishable,9251,009251-044-BKA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316731,Leather Formal 43 Black Polishable,9131,009131-043-BKA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316739,Leather Formal 43 Brown Polishable,9131,009131-043-BRA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9316739,Leather Formal 43 Brown Polishable,9131,009131-043-BRA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9316739,Leather Formal 43 Brown Polishable,9131,009131-043-BRA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9316747,Leather Formal 44 Black Polishable,9131,009131-044-BKA,14900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
